[header]
width=25
height=25
tilewidth=72
tileheight=72
orientation=orthogonal

[tilesets]
tileset=../Downloads/CS3113-master/assets/graphics/Platformer assets (1330 assets)/Base pack (360 assets)/Tiles/tiles_spritesheet.png,72,72,0,0

[layer]
type=Tile Layer 1
data=
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,72,
72,94,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,94,72,
72,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,72,72,72,72,0,0,0,0,0,0,0,0,0,72,72,72,72,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,72,72,72,72,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,72,72,72,72,72,72,72,72,72,72,72,72,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,
72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72

